persona,camara,emocion,feature_path
p045,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraInfrarroja_Tristeza_000437.npy
p045,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraWeb_Asco_000426.npy
p045,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraWeb_Felicidad_000427.npy
p045,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraWeb_Miedo_000428.npy
p045,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraWeb_Neutral_000429.npy
p045,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraWeb_Sorpresa_000430.npy
p045,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraWeb_Tristeza_000431.npy
p046,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraInfrarroja_Asco_000445.npy
p046,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraInfrarroja_Enojo_000446.npy
p046,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraInfrarroja_Felicidad_000447.npy
p046,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraInfrarroja_Miedo_000448.npy
p046,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraInfrarroja_Neutral_000449.npy
p046,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraInfrarroja_Sorpresa_000450.npy
p046,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraInfrarroja_Tristeza_000451.npy
p046,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraWeb_Asco_000438.npy
p046,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraWeb_Enojo_000439.npy
p046,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraWeb_Felicidad_000440.npy
p046,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraWeb_Miedo_000441.npy
p046,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraWeb_Neutral_000442.npy
p046,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraWeb_Sorpresa_000443.npy
p046,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p046_camaraWeb_Tristeza_000444.npy
p047,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraInfrarroja_Asco_000457.npy
p047,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraInfrarroja_Enojo_000458.npy
p047,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraInfrarroja_Felicidad_000459.npy
p047,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraInfrarroja_Neutral_000460.npy
p047,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraInfrarroja_Tristeza_000461.npy
p047,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraWeb_Asco_000452.npy
p047,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraWeb_Enojo_000453.npy
p047,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraWeb_Felicidad_000454.npy
p047,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraWeb_Neutral_000455.npy
p047,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p047_camaraWeb_Tristeza_000456.npy
p048,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p048_camaraInfrarroja_Enojo_000462.npy
p048,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p048_camaraInfrarroja_Felicidad_000463.npy
p048,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p048_camaraInfrarroja_Neutral_000464.npy
p048,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p048_camaraInfrarroja_Sorpresa_000465.npy
p049,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p049_camaraInfrarroja_Enojo_000470.npy
p049,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p049_camaraInfrarroja_Felicidad_000471.npy
p049,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p049_camaraInfrarroja_Neutral_000473.npy
p049,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p049_camaraWeb_Enojo_000466.npy
p049,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p049_camaraWeb_Felicidad_000467.npy
p049,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p049_camaraWeb_Miedo_000468.npy
p049,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p049_camaraWeb_Neutral_000469.npy
p050,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraInfrarroja_Asco_000481.npy
p050,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraInfrarroja_Enojo_000482.npy
p050,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraInfrarroja_Felicidad_000483.npy
p050,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraInfrarroja_Miedo_000484.npy
p050,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraInfrarroja_Neutral_000485.npy
p050,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraInfrarroja_Sorpresa_000486.npy
p050,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraInfrarroja_Tristeza_000487.npy
p050,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraWeb_Asco_000474.npy
p050,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraWeb_Enojo_000475.npy
p050,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraWeb_Felicidad_000476.npy
p050,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraWeb_Miedo_000477.npy
p050,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraWeb_Neutral_000478.npy
p050,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraWeb_Sorpresa_000479.npy
p050,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p050_camaraWeb_Tristeza_000480.npy
p051,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraInfrarroja_Asco_000494.npy
p051,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraInfrarroja_Enojo_000495.npy
p051,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraInfrarroja_Felicidad_000496.npy
p051,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraInfrarroja_Miedo_000497.npy
p051,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraInfrarroja_Neutral_000498.npy
p051,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraInfrarroja_Sorpresa_000499.npy
p051,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraWeb_Asco_000488.npy
p051,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraWeb_Enojo_000489.npy
p051,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraWeb_Felicidad_000490.npy
p051,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraWeb_Miedo_000491.npy
p051,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraWeb_Neutral_000492.npy
p051,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p051_camaraWeb_Sorpresa_000493.npy
p067,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraInfrarroja_Asco_000506.npy
p067,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraInfrarroja_Felicidad_000507.npy
p067,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraInfrarroja_Miedo_000508.npy
p067,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraInfrarroja_Neutral_000509.npy
p067,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraInfrarroja_Sorpresa_000510.npy
p067,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraInfrarroja_Tristeza_000511.npy
p067,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraWeb_Asco_000500.npy
p067,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraWeb_Felicidad_000501.npy
p067,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraWeb_Miedo_000502.npy
p067,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraWeb_Neutral_000503.npy
p067,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraWeb_Sorpresa_000504.npy
p067,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p067_camaraWeb_Tristeza_000505.npy
p068,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p068_camaraInfrarroja_Felicidad_000515.npy
p068,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p068_camaraInfrarroja_Neutral_000516.npy
p068,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p068_camaraInfrarroja_Tristeza_000517.npy
p068,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p068_camaraWeb_Felicidad_000512.npy
p068,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p068_camaraWeb_Neutral_000513.npy
p068,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p068_camaraWeb_Tristeza_000514.npy
p070,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p070_camaraInfrarroja_Enojo_000522.npy
p070,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p070_camaraInfrarroja_Felicidad_000523.npy
p070,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p070_camaraInfrarroja_Miedo_000524.npy
p070,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p070_camaraInfrarroja_Neutral_000525.npy
p070,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p070_camaraWeb_Enojo_000518.npy
p070,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p070_camaraWeb_Felicidad_000519.npy
p070,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p070_camaraWeb_Miedo_000520.npy
p070,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p070_camaraWeb_Neutral_000521.npy
p071,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p071_camaraInfrarroja_Enojo_000529.npy
p071,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p071_camaraInfrarroja_Neutral_000530.npy
p071,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p071_camaraInfrarroja_Tristeza_000531.npy
p071,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p071_camaraWeb_Enojo_000526.npy
p071,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p071_camaraWeb_Neutral_000527.npy
p071,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p071_camaraWeb_Tristeza_000528.npy
p072,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraInfrarroja_Asco_000538.npy
p072,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraInfrarroja_Enojo_000539.npy
p072,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraInfrarroja_Felicidad_000540.npy
p072,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraInfrarroja_Neutral_000541.npy
p072,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraInfrarroja_Sorpresa_000542.npy
p072,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraInfrarroja_Tristeza_000543.npy
p072,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraWeb_Asco_000532.npy
p072,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraWeb_Enojo_000533.npy
p072,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraWeb_Felicidad_000534.npy
p072,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraWeb_Neutral_000535.npy
p072,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraWeb_Sorpresa_000536.npy
p072,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p072_camaraWeb_Tristeza_000537.npy
p073,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p073_camaraInfrarroja_Enojo_000550.npy
p073,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p073_camaraInfrarroja_Neutral_000553.npy
p073,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p073_camaraInfrarroja_Tristeza_000555.npy
p073,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p073_camaraWeb_Enojo_000544.npy
p073,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p073_camaraWeb_Felicidad_000545.npy
p073,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p073_camaraWeb_Miedo_000546.npy
p073,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p073_camaraWeb_Neutral_000547.npy
p073,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p073_camaraWeb_Sorpresa_000548.npy
p073,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p073_camaraWeb_Tristeza_000549.npy
p081,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p081_camaraInfrarroja_Asco_000560.npy
p081,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p081_camaraInfrarroja_Felicidad_000561.npy
p081,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p081_camaraInfrarroja_Neutral_000562.npy
p081,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p081_camaraInfrarroja_Sorpresa_000563.npy
p081,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p081_camaraWeb_Asco_000556.npy
p081,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p081_camaraWeb_Felicidad_000557.npy
p081,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p081_camaraWeb_Neutral_000558.npy
p081,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p081_camaraWeb_Sorpresa_000559.npy
p082,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraInfrarroja_Asco_000570.npy
p082,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraInfrarroja_Enojo_000571.npy
p082,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraInfrarroja_Felicidad_000572.npy
p082,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraInfrarroja_Neutral_000573.npy
p082,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraInfrarroja_Sorpresa_000574.npy
p082,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraInfrarroja_Tristeza_000575.npy
p082,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraWeb_Asco_000564.npy
p082,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraWeb_Enojo_000565.npy
p082,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraWeb_Felicidad_000566.npy
p082,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraWeb_Neutral_000567.npy
p082,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraWeb_Sorpresa_000568.npy
p082,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p082_camaraWeb_Tristeza_000569.npy
p083,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraInfrarroja_Enojo_000581.npy
p083,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraInfrarroja_Felicidad_000582.npy
p083,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraInfrarroja_Miedo_000583.npy
p083,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraInfrarroja_Neutral_000584.npy
p083,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraInfrarroja_Sorpresa_000585.npy
p083,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraWeb_Enojo_000576.npy
p083,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraWeb_Felicidad_000577.npy
p083,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraWeb_Miedo_000578.npy
p083,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraWeb_Neutral_000579.npy
p083,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p083_camaraWeb_Sorpresa_000580.npy
p084,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p084_camaraInfrarroja_Asco_000590.npy
p084,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p084_camaraInfrarroja_Neutral_000591.npy
p084,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p084_camaraInfrarroja_Tristeza_000593.npy
p084,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p084_camaraWeb_Asco_000586.npy
p084,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p084_camaraWeb_Neutral_000587.npy
p084,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p084_camaraWeb_Sorpresa_000588.npy
p084,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p084_camaraWeb_Tristeza_000589.npy
p086,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraInfrarroja_Asco_000601.npy
p086,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraInfrarroja_Enojo_000602.npy
p086,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraInfrarroja_Felicidad_000603.npy
p086,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraInfrarroja_Miedo_000604.npy
p086,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraInfrarroja_Neutral_000605.npy
p086,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraInfrarroja_Sorpresa_000606.npy
p086,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraInfrarroja_Tristeza_000607.npy
p086,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraWeb_Asco_000594.npy
p086,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraWeb_Enojo_000595.npy
p086,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraWeb_Felicidad_000596.npy
p086,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraWeb_Miedo_000597.npy
p086,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraWeb_Neutral_000598.npy
p086,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraWeb_Sorpresa_000599.npy
p086,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p086_camaraWeb_Tristeza_000600.npy
p087,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraInfrarroja_Asco_000615.npy
p087,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraInfrarroja_Enojo_000616.npy
p087,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraInfrarroja_Felicidad_000617.npy
p087,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraInfrarroja_Miedo_000618.npy
p087,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraInfrarroja_Neutral_000619.npy
p087,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraInfrarroja_Sorpresa_000620.npy
p087,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraInfrarroja_Tristeza_000621.npy
p087,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraWeb_Asco_000608.npy
p087,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraWeb_Enojo_000609.npy
p087,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraWeb_Felicidad_000610.npy
p087,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraWeb_Miedo_000611.npy
p087,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraWeb_Neutral_000612.npy
p087,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraWeb_Sorpresa_000613.npy
p087,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p087_camaraWeb_Tristeza_000614.npy
p088,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraInfrarroja_Asco_000629.npy
p088,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraInfrarroja_Enojo_000630.npy
p088,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraInfrarroja_Felicidad_000631.npy
p088,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraInfrarroja_Miedo_000632.npy
p088,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraInfrarroja_Neutral_000633.npy
p088,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraInfrarroja_Sorpresa_000634.npy
p088,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraInfrarroja_Tristeza_000635.npy
p088,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraWeb_Asco_000622.npy
p088,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraWeb_Enojo_000623.npy
p088,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraWeb_Felicidad_000624.npy
p088,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraWeb_Miedo_000625.npy
p088,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraWeb_Neutral_000626.npy
p088,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraWeb_Sorpresa_000627.npy
p088,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p088_camaraWeb_Tristeza_000628.npy
p090,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraInfrarroja_Asco_000643.npy
p090,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraInfrarroja_Enojo_000644.npy
p090,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraInfrarroja_Felicidad_000645.npy
p090,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraInfrarroja_Miedo_000646.npy
p090,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraInfrarroja_Neutral_000647.npy
p090,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraInfrarroja_Sorpresa_000648.npy
p090,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraInfrarroja_Tristeza_000649.npy
p090,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraWeb_Asco_000636.npy
p090,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraWeb_Enojo_000637.npy
